assignment_id,package_id,event_id,region,patch_id,hazard_type,review_round,reviewer_slot,reviewer_role,assignment_status,source_queue_rank,dominant_blocker,allowed_use,forbidden_use
ASN_v2ai_00024,EPC_v1us_00012,PET_2022_02_15,PET,PET_00397,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,13,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00025,EPC_v1us_00012,PET_2022_02_15,PET,PET_00397,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,13,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00026,EPC_v1us_00013,PET_2022_02_15,PET,PET_00404,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,14,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00027,EPC_v1us_00013,PET_2022_02_15,PET,PET_00404,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,14,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00028,EPC_v1us_00014,PET_2022_02_15,PET,PET_00431,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,15,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00029,EPC_v1us_00014,PET_2022_02_15,PET,PET_00431,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,15,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00030,EPC_v1us_00015,PET_2022_02_15,PET,PET_00467,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,16,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00031,EPC_v1us_00015,PET_2022_02_15,PET,PET_00467,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,16,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00032,EPC_v1us_00016,PET_2022_02_15,PET,PET_00506,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,17,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00033,EPC_v1us_00016,PET_2022_02_15,PET,PET_00506,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,17,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00034,EPC_v1us_00017,PET_2022_02_15,PET,PET_00507,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,18,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00035,EPC_v1us_00017,PET_2022_02_15,PET,PET_00507,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,18,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00036,EPC_v1us_00018,PET_2022_02_15,PET,PET_00579,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,19,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00037,EPC_v1us_00018,PET_2022_02_15,PET,PET_00579,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,19,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00038,EPC_v1us_00019,PET_2022_02_15,PET,PET_00614,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,20,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00039,EPC_v1us_00019,PET_2022_02_15,PET,PET_00614,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,20,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00040,EPC_v1us_00020,PET_2022_02_15,PET,PET_00615,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,21,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00041,EPC_v1us_00020,PET_2022_02_15,PET,PET_00615,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,21,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00042,EPC_v1us_00021,PET_2022_02_15,PET,PET_00617,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,22,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00043,EPC_v1us_00021,PET_2022_02_15,PET,PET_00617,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,22,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00044,EPC_v1us_00022,PET_2022_02_15,PET,PET_00618,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,23,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00045,EPC_v1us_00022,PET_2022_02_15,PET,PET_00618,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,23,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00046,EPC_v1us_00023,PET_2022_02_15,PET,PET_00641,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,24,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00047,EPC_v1us_00023,PET_2022_02_15,PET,PET_00641,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,24,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00048,EPC_v1us_00024,PET_2022_02_15,PET,PET_00649,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,25,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00049,EPC_v1us_00024,PET_2022_02_15,PET,PET_00649,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,25,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00050,EPC_v1us_00025,PET_2022_02_15,PET,PET_00652,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,26,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00051,EPC_v1us_00025,PET_2022_02_15,PET,PET_00652,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,26,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00052,EPC_v1us_00026,PET_2022_02_15,PET,PET_00720,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,27,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00053,EPC_v1us_00026,PET_2022_02_15,PET,PET_00720,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,27,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00054,EPC_v1us_00027,PET_2022_02_15,PET,PET_00756,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,28,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00055,EPC_v1us_00027,PET_2022_02_15,PET,PET_00756,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,28,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00056,EPC_v1us_00028,PET_2022_02_15,PET,PET_00789,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,29,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00057,EPC_v1us_00028,PET_2022_02_15,PET,PET_00789,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,29,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00058,EPC_v1us_00029,PET_2022_02_15,PET,PET_00823,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,30,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00059,EPC_v1us_00029,PET_2022_02_15,PET,PET_00823,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,30,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00060,EPC_v1us_00030,PET_2022_02_15,PET,PET_00825,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,31,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00061,EPC_v1us_00030,PET_2022_02_15,PET,PET_00825,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,31,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00062,EPC_v1us_00031,PET_2022_02_15,PET,PET_00829,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,32,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00063,EPC_v1us_00031,PET_2022_02_15,PET,PET_00829,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,32,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00064,EPC_v1us_00032,PET_2022_02_15,PET,PET_00860,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,33,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00065,EPC_v1us_00032,PET_2022_02_15,PET,PET_00860,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,33,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00066,EPC_v1us_00033,PET_2022_02_15,PET,PET_00863,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,34,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00067,EPC_v1us_00033,PET_2022_02_15,PET,PET_00863,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,34,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00068,EPC_v1us_00034,PET_2022_02_15,PET,PET_00865,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,35,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00069,EPC_v1us_00034,PET_2022_02_15,PET,PET_00865,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,35,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00070,EPC_v1us_00035,PET_2022_02_15,PET,PET_00916,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,36,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00071,EPC_v1us_00035,PET_2022_02_15,PET,PET_00916,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,36,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00072,EPC_v1us_00036,PET_2022_02_15,PET,PET_00986,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,37,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00073,EPC_v1us_00036,PET_2022_02_15,PET,PET_00986,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,37,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00074,EPC_v1us_00037,PET_2022_02_15,PET,PET_01307,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,38,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00075,EPC_v1us_00037,PET_2022_02_15,PET,PET_01307,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,38,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
