step_code,region,event_id,blocker_or_gate,status,blocking_reason,can_create_ground_reference,can_create_training_label,notes
v1um,Recife,REC_2022_05_24_30,no_supervisor_review,ACTIVE,,false,false,Revisao Humana locality-only sem overlay e sem promocao operacional. | flags: evidence_count=6672; ground_truth_operational=false; human_review_status=PREPARED_NOT_OPERATIONAL
v1um,Recife,REC_2022_05_24_30,sensitive_review_required,ACTIVE,,false,false,Revisao Humana locality-only sem overlay e sem promocao operacional. | flags: evidence_count=6672; ground_truth_operational=false; human_review_status=PREPARED_NOT_OPERATIONAL
v1um,Recife,REC_2022_05_24_30,hazard_ambiguity,ACTIVE,,false,false,Revisao Humana locality-only sem overlay e sem promocao operacional. | flags: evidence_count=5760; ground_truth_operational=false; human_review_status=PREPARED_NOT_OPERATIONAL
v1um,Recife,REC_2022_05_24_30,label_forbidden,ACTIVE,,false,false,Revisao Humana locality-only sem overlay e sem promocao operacional. | flags: evidence_count=6672; ground_truth_operational=false; human_review_status=PREPARED_NOT_OPERATIONAL
v1um,Recife,REC_2022_05_24_30,patch_truth_forbidden,ACTIVE,,false,false,Revisao Humana locality-only sem overlay e sem promocao operacional. | flags: evidence_count=6672; ground_truth_operational=false; human_review_status=PREPARED_NOT_OPERATIONAL
v1un,Geral,REC_2022_05_24_30,no_coordinates,ACTIVE,,false,false,Blocker preserved after Human Review Evidence Consolidation. | flags: evidence_count=6672; ground_truth_operational=false; patch_bound_truth=false; operational_validation=false
v1un,Geral,REC_2022_05_24_30,locality_only,ACTIVE,,false,false,Blocker preserved after Human Review Evidence Consolidation. | flags: evidence_count=6672; ground_truth_operational=false; patch_bound_truth=false; operational_validation=false
v1un,Geral,REC_2022_05_24_30,no_overlay,ACTIVE,,false,false,Blocker preserved after Human Review Evidence Consolidation. | flags: evidence_count=6672; ground_truth_operational=false; patch_bound_truth=false; operational_validation=false
v1un,Geral,REC_2022_05_24_30,no_ground_reference,ACTIVE,,false,false,Blocker preserved after Human Review Evidence Consolidation. | flags: evidence_count=6672; ground_truth_operational=false; patch_bound_truth=false; operational_validation=false
v1un,Geral,REC_2022_05_24_30,no_training_label,ACTIVE,,false,false,Blocker preserved after Human Review Evidence Consolidation. | flags: evidence_count=6672; ground_truth_operational=false; patch_bound_truth=false; operational_validation=false
v1un,Geral,REC_2022_05_24_30,no_patch_bound_truth,ACTIVE,,false,false,Blocker preserved after Human Review Evidence Consolidation. | flags: evidence_count=6672; ground_truth_operational=false; patch_bound_truth=false; operational_validation=false
v1un,Geral,REC_2022_05_24_30,no_operational_validation,ACTIVE,,false,false,Blocker preserved after Human Review Evidence Consolidation. | flags: evidence_count=6672; ground_truth_operational=false; patch_bound_truth=false; operational_validation=false
v1up,Petropolis,PET_2022_02_15,public_official_traceable,PASS_REVIEW_ONLY,,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2022_02_15,observed_geometry_or_coordinates,BLOCKED,geometry_or_coordinates_missing,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2022_02_15,phenomenon_separated,PASS_REVIEW_ONLY,,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2022_02_15,overlay_preflight,BLOCKED,overlay_forbidden_in_v1up,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2022_02_15,ground_reference,BLOCKED,ground_reference_forbidden_in_v1up,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2022_02_15,training_label,BLOCKED,training_label_forbidden_in_v1up,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2024_03_21_28,public_official_traceable,PASS_REVIEW_ONLY,,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2024_03_21_28,observed_geometry_or_coordinates,BLOCKED,geometry_or_coordinates_missing,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2024_03_21_28,phenomenon_separated,PASS_REVIEW_ONLY,,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2024_03_21_28,overlay_preflight,BLOCKED,overlay_forbidden_in_v1up,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2024_03_21_28,ground_reference,BLOCKED,ground_reference_forbidden_in_v1up,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1up,Petropolis,PET_2024_03_21_28,training_label,BLOCKED,training_label_forbidden_in_v1up,false,false,Gate matrix preserves non-operational status. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2022_02_15,phenomenon_textual_separation,PASS_REVIEW_ONLY,,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2022_02_15,documentary_temporal_link,PASS_REVIEW_ONLY,,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2022_02_15,locality_text_link,PASS_REVIEW_ONLY,,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2022_02_15,observed_geometry,BLOCKED,geometry_still_missing,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2022_02_15,overlay_preflight,BLOCKED,overlay_forbidden_in_v1uq,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2022_02_15,ground_reference,BLOCKED,ground_reference_forbidden_in_v1uq,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2022_02_15,training_label,BLOCKED,training_label_forbidden_in_v1uq,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2024_03_21_28,phenomenon_textual_separation,BLOCKED,phenomenon_separation_incomplete,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2024_03_21_28,documentary_temporal_link,BLOCKED,temporal_link_missing_or_year_only,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2024_03_21_28,locality_text_link,BLOCKED,locality_link_missing,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2024_03_21_28,observed_geometry,BLOCKED,geometry_still_missing,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2024_03_21_28,overlay_preflight,BLOCKED,overlay_forbidden_in_v1uq,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2024_03_21_28,ground_reference,BLOCKED,ground_reference_forbidden_in_v1uq,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1uq,Petropolis,PET_2024_03_21_28,training_label,BLOCKED,training_label_forbidden_in_v1uq,false,false,Ground reference remains blocked by design. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2022_02_15,public_path_candidate,PASS_REVIEW_ONLY,,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2022_02_15,downloaded_artifact,PASS_REVIEW_ONLY,,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2022_02_15,geodata_inventory,BLOCKED,geodata_inventory_missing,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2022_02_15,observed_geometry,BLOCKED,observed_geometry_not_confirmed,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2022_02_15,overlay_preflight,BLOCKED,overlay_forbidden_in_v1ur,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2022_02_15,ground_reference,BLOCKED,ground_reference_forbidden_in_v1ur,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2022_02_15,training_label,BLOCKED,training_label_forbidden_in_v1ur,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2024_03_21_28,public_path_candidate,BLOCKED,no_public_path_candidate,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2024_03_21_28,downloaded_artifact,BLOCKED,download_not_available_or_not_requested,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2024_03_21_28,geodata_inventory,BLOCKED,geodata_inventory_missing,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2024_03_21_28,observed_geometry,BLOCKED,observed_geometry_not_confirmed,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2024_03_21_28,overlay_preflight,BLOCKED,overlay_forbidden_in_v1ur,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2024_03_21_28,ground_reference,BLOCKED,ground_reference_forbidden_in_v1ur,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1ur,Petropolis,PET_2024_03_21_28,training_label,BLOCKED,training_label_forbidden_in_v1ur,false,false,Ground reference remains blocked. | flags: ground_truth_operational=false
v1us,PET,PET_2022_02_15,overlay_preflight,BLOCKED,overlay_forbidden_no_observed_geometry,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,PET,PET_2022_02_15,ground_reference,BLOCKED,ground_reference_forbidden_no_observed_geometry,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,PET,PET_2022_02_15,training_label,BLOCKED,training_label_forbidden,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,PET,PET_2022_02_15,observed_geometry,BLOCKED,observed_geometry_missing,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,PET,PET_2022_02_15,sentinel_scene_date,BLOCKED,sentinel_date_missing,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,PET,PET_2024_03_21_28,overlay_preflight,BLOCKED,overlay_forbidden_no_observed_geometry,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,PET,PET_2024_03_21_28,ground_reference,BLOCKED,ground_reference_forbidden_no_observed_geometry,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,PET,PET_2024_03_21_28,training_label,BLOCKED,training_label_forbidden,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,PET,PET_2024_03_21_28,observed_geometry,BLOCKED,observed_geometry_missing,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,PET,PET_2024_03_21_28,sentinel_scene_date,BLOCKED,sentinel_date_missing,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,REC,REC_2022_05_24_30,overlay_preflight,BLOCKED,overlay_forbidden_no_observed_geometry,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,REC,REC_2022_05_24_30,ground_reference,BLOCKED,ground_reference_forbidden_no_observed_geometry,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,REC,REC_2022_05_24_30,training_label,BLOCKED,training_label_forbidden,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,REC,REC_2022_05_24_30,observed_geometry,BLOCKED,observed_geometry_missing,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,REC,REC_2022_05_24_30,sentinel_scene_date,BLOCKED,sentinel_date_missing,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,CUR,CUR_EVENT_REGISTRY_MISSING,overlay_preflight,BLOCKED,overlay_forbidden_no_observed_geometry,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,CUR,CUR_EVENT_REGISTRY_MISSING,ground_reference,BLOCKED,ground_reference_forbidden_no_observed_geometry,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,CUR,CUR_EVENT_REGISTRY_MISSING,training_label,BLOCKED,training_label_forbidden,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,CUR,CUR_EVENT_REGISTRY_MISSING,observed_geometry,BLOCKED,observed_geometry_missing,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1us,CUR,CUR_EVENT_REGISTRY_MISSING,sentinel_scene_date,BLOCKED,sentinel_date_missing,false,false,Ground reference and overlay remain blocked in v1us. | flags: ground_truth_operational=false
v1ut,Recife,REC_2022_05_24_30,ground_truth_operational,BLOCKED,v1ut is review-only coordinate recovery from public data,false,false,No operational validation or truth claim. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false
v1ut,Recife,REC_2022_05_24_30,coordinate_candidate,BLOCKED,"no row combines event window, hazard, occurrence role and explicit coordinate",false,false,Coordinate review candidate cannot become label/truth. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false
v1uu,Recife,REC_2022_05_24_30,ground_reference,BLOCKED,contextual coordinates are not occurrence observations or patch truth,false,false,Permanent v1uu guardrail. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; contextual_coordinate_layer_only=true; occurrence_coordinate_candidate=false; geocoding_executed=false; centroid_used=false
v1uu,Recife,REC_2022_05_24_30,overlay,BLOCKED,v1uu performs metadata attachment only; no spatial intersection executed,false,false,Permanent v1uu guardrail. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; contextual_coordinate_layer_only=true; occurrence_coordinate_candidate=false; geocoding_executed=false; centroid_used=false
v1uu,Recife,REC_2022_05_24_30,training_label,BLOCKED,contextual layers and out-of-window service calls cannot create labels,false,false,Permanent v1uu guardrail. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; contextual_coordinate_layer_only=true; occurrence_coordinate_candidate=false; geocoding_executed=false; centroid_used=false
v1uv,Curitiba,CUR_2022_01_15,ground_reference,BLOCKED,event candidate is public-source review only,false,false,v1uv guardrail. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_registry_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uv,Curitiba,CUR_2022_01_15,overlay,BLOCKED,no overlay or patch intersection executed,false,false,v1uv guardrail. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_registry_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uv,Curitiba,CUR_2022_01_15,training_label,BLOCKED,candidate event cannot create labels,false,false,v1uv guardrail. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_registry_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,no_observed_geometry,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,no_occurrence_coordinates,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,no_overlay,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,no_ground_reference,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,no_training_label,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,sentinel_date_missing,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,hydromet_is_not_occurrence,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,alert_is_not_ground_truth,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,context_layer_is_not_occurrence,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1uw,Curitiba,CUR_2022_01_15,patch_truth_forbidden,BLOCKED,,false,false,Curitiba candidate remains non-operational; blocker is explicit. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false
v1ux,Curitiba,CUR_2022_01_15,no_ground_reference,BLOCKED,,false,false,v1ux blocker remains until observed geometry/ground-reference evidence exists. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1ux,Curitiba,CUR_2022_01_15,no_overlay,BLOCKED,,false,false,v1ux blocker remains until observed geometry/ground-reference evidence exists. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1ux,Curitiba,CUR_2022_01_15,no_training_label,BLOCKED,,false,false,v1ux blocker remains until observed geometry/ground-reference evidence exists. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1ux,Curitiba,CUR_2022_01_15,context_layer_is_not_ground_reference,BLOCKED,,false,false,v1ux blocker remains until observed geometry/ground-reference evidence exists. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1ux,Curitiba,CUR_2022_01_15,hydromet_is_not_occurrence,BLOCKED,,false,false,v1ux blocker remains until observed geometry/ground-reference evidence exists. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1ux,Curitiba,CUR_2022_01_15,document_only_is_not_geometry,BLOCKED,,false,false,v1ux blocker remains until observed geometry/ground-reference evidence exists. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1ux,Curitiba,CUR_2022_01_15,patch_truth_forbidden,BLOCKED,,false,false,v1ux blocker remains until observed geometry/ground-reference evidence exists. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1uy,Curitiba,CUR_2022_01_15,no_observed_geometry,BLOCKED,,false,false,v1uy cannot create ground reference without controlled observed occurrence evidence. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1uy,Curitiba,CUR_2022_01_15,no_occurrence_table,BLOCKED,,false,false,v1uy cannot create ground reference without controlled observed occurrence evidence. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1uy,Curitiba,CUR_2022_01_15,no_controlled_feature_download,BLOCKED,,false,false,v1uy cannot create ground reference without controlled observed occurrence evidence. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1uy,Curitiba,CUR_2022_01_15,context_layer_only,BLOCKED,,false,false,v1uy cannot create ground reference without controlled observed occurrence evidence. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
