exclusion_id,sar_target_id,exclusion_type,exclusion_reason_pt,applies_now,applies_in_future_execution,required_check_future,fail_closed_outcome_pt
EXC_00052,SAR_0052,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00053,SAR_0053,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00054,SAR_0054,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00055,SAR_0055,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00056,SAR_0056,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00057,SAR_0057,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00058,SAR_0058,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00059,SAR_0059,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00060,SAR_0060,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00061,SAR_0061,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00062,SAR_0062,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00063,SAR_0063,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00064,SAR_0064,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00065,SAR_0065,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00066,SAR_0066,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00067,SAR_0067,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00068,SAR_0068,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00069,SAR_0069,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00070,SAR_0070,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00071,SAR_0071,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00072,SAR_0072,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00073,SAR_0073,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00074,SAR_0074,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00075,SAR_0075,temporal_window_missing,sem janela pre/pos-evento; SAR nao pode ser recortado no tempo,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00076,SAR_0076,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00077,SAR_0076,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00078,SAR_0076,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00079,SAR_0076,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00080,SAR_0076,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00081,SAR_0076,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00082,SAR_0077,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00083,SAR_0077,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00084,SAR_0077,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00085,SAR_0077,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00086,SAR_0077,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00087,SAR_0077,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00088,SAR_0078,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00089,SAR_0078,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00090,SAR_0078,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00091,SAR_0078,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00092,SAR_0078,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00093,SAR_0078,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00094,SAR_0079,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00095,SAR_0079,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00096,SAR_0079,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00097,SAR_0079,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00098,SAR_0079,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00099,SAR_0079,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00100,SAR_0080,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00101,SAR_0080,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00102,SAR_0080,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00103,SAR_0080,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00104,SAR_0080,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00105,SAR_0080,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00106,SAR_0081,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00107,SAR_0081,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00108,SAR_0081,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00109,SAR_0081,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00110,SAR_0081,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00111,SAR_0081,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00112,SAR_0082,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00113,SAR_0082,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00114,SAR_0082,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00115,SAR_0082,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00116,SAR_0082,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00117,SAR_0082,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00118,SAR_0083,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00119,SAR_0083,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00120,SAR_0083,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00121,SAR_0083,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00122,SAR_0083,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00123,SAR_0083,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00124,SAR_0084,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00125,SAR_0084,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00126,SAR_0084,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00127,SAR_0084,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00128,SAR_0084,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00129,SAR_0084,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00130,SAR_0085,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00131,SAR_0085,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00132,SAR_0085,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00133,SAR_0085,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00134,SAR_0085,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00135,SAR_0085,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00136,SAR_0086,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00137,SAR_0086,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00138,SAR_0086,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00139,SAR_0086,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00140,SAR_0086,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00141,SAR_0086,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00142,SAR_0087,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00143,SAR_0087,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00144,SAR_0087,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00145,SAR_0087,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00146,SAR_0087,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00147,SAR_0087,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00148,SAR_0088,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00149,SAR_0088,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00150,SAR_0088,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00151,SAR_0088,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00152,SAR_0088,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00153,SAR_0088,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00154,SAR_0089,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00155,SAR_0089,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00156,SAR_0089,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00157,SAR_0089,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00158,SAR_0089,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00159,SAR_0089,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00160,SAR_0090,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00161,SAR_0090,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00162,SAR_0090,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00163,SAR_0090,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00164,SAR_0090,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00165,SAR_0090,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00166,SAR_0091,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00167,SAR_0091,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00168,SAR_0091,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00169,SAR_0091,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00170,SAR_0091,slope_hand_inconsistent,inconsistencia de declividade/HAND (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00171,SAR_0091,no_qa_possible,sem QA humano possivel (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00172,SAR_0092,no_patch_or_aoi,sem patch nem AOI minima para recorte,true,false,false,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00173,SAR_0092,permanent_water_confusion,risco de confundir agua permanente com inundacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00174,SAR_0092,urban_shadow_layover,sombra/layover urbano no SAR (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
EXC_00175,SAR_0092,vegetation_ambiguity,ambiguidade por vegetacao (checar no futuro),false,true,true,"se o criterio ocorrer, excluir do canario e nao promover"
