case_id,section_order,section_key,section_text,review_only,automated_review
CASE_PET_7BE58263D6,11,tcc_ready_summary,"Pronto para discussão no TCC: true (uso review-only, não operacional).",true,true
CASE_PET_8840701F8A,0,case_header,Caso CASE_PET_8840701F8A | PET | FLOOD_LANDSLIDE | janela 2022-02-17 to 2022-02-25.,true,true
CASE_PET_8840701F8A,1,evidence_summary,Externa: EXTERNAL_SOURCE_ABSENT_LOCAL; Patch: PATCH_LINK_ABSENT; Estado Protocolo C: PROTOCOL_C_BLOCKED_INSUFFICIENT_EVIDENCE.,true,true
CASE_PET_8840701F8A,2,hydromet_summary,"Hidromet: HYDROMET_CONTEXT_AVAILABLE_REVIEW_ONLY — contexto, não validação.",true,true
CASE_PET_8840701F8A,3,dino_limitation,"DINO: DINO_NOT_PRESENT_CONTEXT_ONLY — representação review-only, nunca prova.",true,true
CASE_PET_8840701F8A,4,reviewer_a_decision,"Reviewer A (conservador): AUTOMATED_REVIEW_NEEDS_SPATIAL_PRECISION (conf 0.33, overclaim MODERATE).",true,true
CASE_PET_8840701F8A,5,reviewer_b_decision,"Reviewer B (integrador): AUTOMATED_REVIEW_VALIDATED_FOR_REVIEW_ONLY_USE (conf 0.50, overclaim LOW).",true,true
CASE_PET_8840701F8A,6,consensus_divergence,Consenso: AUTOMATED_DIVERGENCE_REQUIRES_SUPERVISOR_ADJUDICATION (divergência VALIDATION_THRESHOLD_DISAGREEMENT).,true,true
CASE_PET_8840701F8A,7,supervisor_adjudication,Supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE (final review-only true; validação operacional false).,true,true
CASE_PET_8840701F8A,8,blockers,Blockers: NO_EXTERNAL_OBSERVATIONAL_SOURCE;NO_PATCH_LINK.,true,true
CASE_PET_8840701F8A,9,next_action,Próxima ação: COLLECT_EXTERNAL_OBSERVATIONAL_SOURCE_FOR_OPERATIONAL_CLAIM.,true,true
CASE_PET_8840701F8A,10,claim_safety_status,"REVIEW_ONLY_SAFE: sem C3 automático, sem C4, sem ground truth, sem label/target/negativo formal; fonte externa exigida p/ operacional.",true,true
CASE_PET_8840701F8A,11,tcc_ready_summary,"Pronto para discussão no TCC: true (uso review-only, não operacional).",true,true
CASE_PET_517165F296,0,case_header,Caso CASE_PET_517165F296 | PET | FLOOD_LANDSLIDE | janela 2022-02-22 to 2022-03-02.,true,true
CASE_PET_517165F296,1,evidence_summary,Externa: EXTERNAL_SOURCE_ABSENT_LOCAL; Patch: PATCH_LINK_ABSENT; Estado Protocolo C: PROTOCOL_C_BLOCKED_INSUFFICIENT_EVIDENCE.,true,true
CASE_PET_517165F296,2,hydromet_summary,"Hidromet: HYDROMET_CONTEXT_AVAILABLE_REVIEW_ONLY — contexto, não validação.",true,true
CASE_PET_517165F296,3,dino_limitation,"DINO: DINO_NOT_PRESENT_CONTEXT_ONLY — representação review-only, nunca prova.",true,true
CASE_PET_517165F296,4,reviewer_a_decision,"Reviewer A (conservador): AUTOMATED_REVIEW_NEEDS_SPATIAL_PRECISION (conf 0.33, overclaim MODERATE).",true,true
CASE_PET_517165F296,5,reviewer_b_decision,"Reviewer B (integrador): AUTOMATED_REVIEW_VALIDATED_FOR_REVIEW_ONLY_USE (conf 0.50, overclaim LOW).",true,true
CASE_PET_517165F296,6,consensus_divergence,Consenso: AUTOMATED_DIVERGENCE_REQUIRES_SUPERVISOR_ADJUDICATION (divergência VALIDATION_THRESHOLD_DISAGREEMENT).,true,true
CASE_PET_517165F296,7,supervisor_adjudication,Supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE (final review-only true; validação operacional false).,true,true
CASE_PET_517165F296,8,blockers,Blockers: NO_EXTERNAL_OBSERVATIONAL_SOURCE;NO_PATCH_LINK.,true,true
CASE_PET_517165F296,9,next_action,Próxima ação: COLLECT_EXTERNAL_OBSERVATIONAL_SOURCE_FOR_OPERATIONAL_CLAIM.,true,true
CASE_PET_517165F296,10,claim_safety_status,"REVIEW_ONLY_SAFE: sem C3 automático, sem C4, sem ground truth, sem label/target/negativo formal; fonte externa exigida p/ operacional.",true,true
CASE_PET_517165F296,11,tcc_ready_summary,"Pronto para discussão no TCC: true (uso review-only, não operacional).",true,true
CASE_PET_2ADA2F240D,0,case_header,Caso CASE_PET_2ADA2F240D | PET | FLOOD_LANDSLIDE | janela 2022-02-23 to 2022-03-03.,true,true
CASE_PET_2ADA2F240D,1,evidence_summary,Externa: EXTERNAL_SOURCE_ABSENT_LOCAL; Patch: PATCH_LINK_ABSENT; Estado Protocolo C: PROTOCOL_C_BLOCKED_INSUFFICIENT_EVIDENCE.,true,true
CASE_PET_2ADA2F240D,2,hydromet_summary,"Hidromet: HYDROMET_CONTEXT_AVAILABLE_REVIEW_ONLY — contexto, não validação.",true,true
CASE_PET_2ADA2F240D,3,dino_limitation,"DINO: DINO_NOT_PRESENT_CONTEXT_ONLY — representação review-only, nunca prova.",true,true
CASE_PET_2ADA2F240D,4,reviewer_a_decision,"Reviewer A (conservador): AUTOMATED_REVIEW_NEEDS_SPATIAL_PRECISION (conf 0.33, overclaim MODERATE).",true,true
CASE_PET_2ADA2F240D,5,reviewer_b_decision,"Reviewer B (integrador): AUTOMATED_REVIEW_VALIDATED_FOR_REVIEW_ONLY_USE (conf 0.50, overclaim LOW).",true,true
CASE_PET_2ADA2F240D,6,consensus_divergence,Consenso: AUTOMATED_DIVERGENCE_REQUIRES_SUPERVISOR_ADJUDICATION (divergência VALIDATION_THRESHOLD_DISAGREEMENT).,true,true
CASE_PET_2ADA2F240D,7,supervisor_adjudication,Supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE (final review-only true; validação operacional false).,true,true
CASE_PET_2ADA2F240D,8,blockers,Blockers: NO_EXTERNAL_OBSERVATIONAL_SOURCE;NO_PATCH_LINK.,true,true
CASE_PET_2ADA2F240D,9,next_action,Próxima ação: COLLECT_EXTERNAL_OBSERVATIONAL_SOURCE_FOR_OPERATIONAL_CLAIM.,true,true
CASE_PET_2ADA2F240D,10,claim_safety_status,"REVIEW_ONLY_SAFE: sem C3 automático, sem C4, sem ground truth, sem label/target/negativo formal; fonte externa exigida p/ operacional.",true,true
CASE_PET_2ADA2F240D,11,tcc_ready_summary,"Pronto para discussão no TCC: true (uso review-only, não operacional).",true,true
CASE_PET_408C023151,0,case_header,Caso CASE_PET_408C023151 | PET | FLOOD_LANDSLIDE | janela 2022-02-18 to 2022-02-26.,true,true
CASE_PET_408C023151,1,evidence_summary,Externa: EXTERNAL_SOURCE_ABSENT_LOCAL; Patch: PATCH_LINK_ABSENT; Estado Protocolo C: PROTOCOL_C_BLOCKED_INSUFFICIENT_EVIDENCE.,true,true
CASE_PET_408C023151,2,hydromet_summary,"Hidromet: HYDROMET_CONTEXT_AVAILABLE_REVIEW_ONLY — contexto, não validação.",true,true
CASE_PET_408C023151,3,dino_limitation,"DINO: DINO_NOT_PRESENT_CONTEXT_ONLY — representação review-only, nunca prova.",true,true
CASE_PET_408C023151,4,reviewer_a_decision,"Reviewer A (conservador): AUTOMATED_REVIEW_NEEDS_SPATIAL_PRECISION (conf 0.33, overclaim MODERATE).",true,true
CASE_PET_408C023151,5,reviewer_b_decision,"Reviewer B (integrador): AUTOMATED_REVIEW_VALIDATED_FOR_REVIEW_ONLY_USE (conf 0.50, overclaim LOW).",true,true
CASE_PET_408C023151,6,consensus_divergence,Consenso: AUTOMATED_DIVERGENCE_REQUIRES_SUPERVISOR_ADJUDICATION (divergência VALIDATION_THRESHOLD_DISAGREEMENT).,true,true
CASE_PET_408C023151,7,supervisor_adjudication,Supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE (final review-only true; validação operacional false).,true,true
CASE_PET_408C023151,8,blockers,Blockers: NO_EXTERNAL_OBSERVATIONAL_SOURCE;NO_PATCH_LINK.,true,true
CASE_PET_408C023151,9,next_action,Próxima ação: COLLECT_EXTERNAL_OBSERVATIONAL_SOURCE_FOR_OPERATIONAL_CLAIM.,true,true
CASE_PET_408C023151,10,claim_safety_status,"REVIEW_ONLY_SAFE: sem C3 automático, sem C4, sem ground truth, sem label/target/negativo formal; fonte externa exigida p/ operacional.",true,true
CASE_PET_408C023151,11,tcc_ready_summary,"Pronto para discussão no TCC: true (uso review-only, não operacional).",true,true
