case_id,section_order,section_key,section_text,review_only,automated_review
CASE_PET_3BB6F6D1E4,5,revisao_automatizada,Decisao do supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE; validado para uso review-only: true.,true,true
CASE_PET_3BB6F6D1E4,6,status_prova,Prova review-only: REVIEW_ONLY_PROOF_COMPLETE; status de validacao: VALIDATED_FOR_REVIEW_ONLY_USE.,true,true
CASE_PET_3BB6F6D1E4,7,seguranca_claim,"Uso review-only: sem promocao automatica de C3 (contagem zero), C4 permanece fechado, sem referencia operacional confirmada, sem rotulos, alvos ou negativos formais. Ausencia nao e tratada como negativo.",true,true
CASE_PET_7BE58263D6,0,identificacao,"Caso CASE_PET_7BE58263D6 — regiao PET, perigo FLOOD_LANDSLIDE, janela 2022-02-16 to 2022-02-24.",true,true
CASE_PET_7BE58263D6,1,evidencia_externa,Fonte observacional externa: EXTERNAL_SOURCE_ABSENT_LOCAL. Exigida para qualquer afirmacao operacional.,true,true
CASE_PET_7BE58263D6,2,contexto_hidromet,Contexto hidrometeorologico (INMET): HYDROMET_CONTEXT_AVAILABLE_REVIEW_ONLY. Apenas contexto; nao valida o evento.,true,true
CASE_PET_7BE58263D6,3,papel_dino,DINO: DINO_NOT_PRESENT_CONTEXT_ONLY. Representacao estrutural review-only; nunca prova de evento.,true,true
CASE_PET_7BE58263D6,4,vinculo_patch,Vinculo patch/evento: PATCH_LINK_ABSENT.,true,true
CASE_PET_7BE58263D6,5,revisao_automatizada,Decisao do supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE; validado para uso review-only: true.,true,true
CASE_PET_7BE58263D6,6,status_prova,Prova review-only: REVIEW_ONLY_PROOF_COMPLETE; status de validacao: VALIDATED_FOR_REVIEW_ONLY_USE.,true,true
CASE_PET_7BE58263D6,7,seguranca_claim,"Uso review-only: sem promocao automatica de C3 (contagem zero), C4 permanece fechado, sem referencia operacional confirmada, sem rotulos, alvos ou negativos formais. Ausencia nao e tratada como negativo.",true,true
CASE_PET_8840701F8A,0,identificacao,"Caso CASE_PET_8840701F8A — regiao PET, perigo FLOOD_LANDSLIDE, janela 2022-02-17 to 2022-02-25.",true,true
CASE_PET_8840701F8A,1,evidencia_externa,Fonte observacional externa: EXTERNAL_SOURCE_ABSENT_LOCAL. Exigida para qualquer afirmacao operacional.,true,true
CASE_PET_8840701F8A,2,contexto_hidromet,Contexto hidrometeorologico (INMET): HYDROMET_CONTEXT_AVAILABLE_REVIEW_ONLY. Apenas contexto; nao valida o evento.,true,true
CASE_PET_8840701F8A,3,papel_dino,DINO: DINO_NOT_PRESENT_CONTEXT_ONLY. Representacao estrutural review-only; nunca prova de evento.,true,true
CASE_PET_8840701F8A,4,vinculo_patch,Vinculo patch/evento: PATCH_LINK_ABSENT.,true,true
CASE_PET_8840701F8A,5,revisao_automatizada,Decisao do supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE; validado para uso review-only: true.,true,true
CASE_PET_8840701F8A,6,status_prova,Prova review-only: REVIEW_ONLY_PROOF_COMPLETE; status de validacao: VALIDATED_FOR_REVIEW_ONLY_USE.,true,true
CASE_PET_8840701F8A,7,seguranca_claim,"Uso review-only: sem promocao automatica de C3 (contagem zero), C4 permanece fechado, sem referencia operacional confirmada, sem rotulos, alvos ou negativos formais. Ausencia nao e tratada como negativo.",true,true
CASE_PET_517165F296,0,identificacao,"Caso CASE_PET_517165F296 — regiao PET, perigo FLOOD_LANDSLIDE, janela 2022-02-22 to 2022-03-02.",true,true
CASE_PET_517165F296,1,evidencia_externa,Fonte observacional externa: EXTERNAL_SOURCE_ABSENT_LOCAL. Exigida para qualquer afirmacao operacional.,true,true
CASE_PET_517165F296,2,contexto_hidromet,Contexto hidrometeorologico (INMET): HYDROMET_CONTEXT_AVAILABLE_REVIEW_ONLY. Apenas contexto; nao valida o evento.,true,true
CASE_PET_517165F296,3,papel_dino,DINO: DINO_NOT_PRESENT_CONTEXT_ONLY. Representacao estrutural review-only; nunca prova de evento.,true,true
CASE_PET_517165F296,4,vinculo_patch,Vinculo patch/evento: PATCH_LINK_ABSENT.,true,true
CASE_PET_517165F296,5,revisao_automatizada,Decisao do supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE; validado para uso review-only: true.,true,true
CASE_PET_517165F296,6,status_prova,Prova review-only: REVIEW_ONLY_PROOF_COMPLETE; status de validacao: VALIDATED_FOR_REVIEW_ONLY_USE.,true,true
CASE_PET_517165F296,7,seguranca_claim,"Uso review-only: sem promocao automatica de C3 (contagem zero), C4 permanece fechado, sem referencia operacional confirmada, sem rotulos, alvos ou negativos formais. Ausencia nao e tratada como negativo.",true,true
CASE_PET_2ADA2F240D,0,identificacao,"Caso CASE_PET_2ADA2F240D — regiao PET, perigo FLOOD_LANDSLIDE, janela 2022-02-23 to 2022-03-03.",true,true
CASE_PET_2ADA2F240D,1,evidencia_externa,Fonte observacional externa: EXTERNAL_SOURCE_ABSENT_LOCAL. Exigida para qualquer afirmacao operacional.,true,true
CASE_PET_2ADA2F240D,2,contexto_hidromet,Contexto hidrometeorologico (INMET): HYDROMET_CONTEXT_AVAILABLE_REVIEW_ONLY. Apenas contexto; nao valida o evento.,true,true
CASE_PET_2ADA2F240D,3,papel_dino,DINO: DINO_NOT_PRESENT_CONTEXT_ONLY. Representacao estrutural review-only; nunca prova de evento.,true,true
CASE_PET_2ADA2F240D,4,vinculo_patch,Vinculo patch/evento: PATCH_LINK_ABSENT.,true,true
CASE_PET_2ADA2F240D,5,revisao_automatizada,Decisao do supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE; validado para uso review-only: true.,true,true
CASE_PET_2ADA2F240D,6,status_prova,Prova review-only: REVIEW_ONLY_PROOF_COMPLETE; status de validacao: VALIDATED_FOR_REVIEW_ONLY_USE.,true,true
CASE_PET_2ADA2F240D,7,seguranca_claim,"Uso review-only: sem promocao automatica de C3 (contagem zero), C4 permanece fechado, sem referencia operacional confirmada, sem rotulos, alvos ou negativos formais. Ausencia nao e tratada como negativo.",true,true
CASE_PET_408C023151,0,identificacao,"Caso CASE_PET_408C023151 — regiao PET, perigo FLOOD_LANDSLIDE, janela 2022-02-18 to 2022-02-26.",true,true
CASE_PET_408C023151,1,evidencia_externa,Fonte observacional externa: EXTERNAL_SOURCE_ABSENT_LOCAL. Exigida para qualquer afirmacao operacional.,true,true
CASE_PET_408C023151,2,contexto_hidromet,Contexto hidrometeorologico (INMET): HYDROMET_CONTEXT_AVAILABLE_REVIEW_ONLY. Apenas contexto; nao valida o evento.,true,true
CASE_PET_408C023151,3,papel_dino,DINO: DINO_NOT_PRESENT_CONTEXT_ONLY. Representacao estrutural review-only; nunca prova de evento.,true,true
CASE_PET_408C023151,4,vinculo_patch,Vinculo patch/evento: PATCH_LINK_ABSENT.,true,true
CASE_PET_408C023151,5,revisao_automatizada,Decisao do supervisor automatizado: AUTOMATED_SUPERVISOR_VALIDATED_FOR_REVIEW_ONLY_USE; validado para uso review-only: true.,true,true
CASE_PET_408C023151,6,status_prova,Prova review-only: REVIEW_ONLY_PROOF_COMPLETE; status de validacao: VALIDATED_FOR_REVIEW_ONLY_USE.,true,true
CASE_PET_408C023151,7,seguranca_claim,"Uso review-only: sem promocao automatica de C3 (contagem zero), C4 permanece fechado, sem referencia operacional confirmada, sem rotulos, alvos ou negativos formais. Ausencia nao e tratada como negativo.",true,true
